name,owner,createdAt,updatedAt,primaryLanguage,mergedPRs,releases,openIssues,closedIssues,stars
awesome-courses,prakhar1989,2014-11-15T18:36:49Z,2025-08-11T17:06:08Z,None,194,0,40,39,62095
OpenHands,All-Hands-AI,2024-03-13T03:33:31Z,2025-08-11T20:01:08Z,Python,4980,73,312,2875,61967
redux,reduxjs,2015-05-29T23:53:15Z,2025-08-11T15:14:05Z,TypeScript,1720,78,38,2024,61300
docusaurus,facebook,2017-06-20T16:13:53Z,2025-08-11T16:36:53Z,TypeScript,5481,151,293,3022,61247
lodash,lodash,2012-04-07T04:11:46Z,2025-08-11T17:52:09Z,JavaScript,581,2,83,4228,60827
Prompt-Engineering-Guide,dair-ai,2022-12-16T16:04:50Z,2025-08-11T19:25:07Z,MDX,337,0,151,71,60632
atom,atom,2012-01-20T18:18:21Z,2025-08-11T11:01:10Z,JavaScript,3933,538,962,16148,60564
Front-end-Developer-Interview-Questions,h5bp,2012-02-09T23:34:10Z,2025-08-11T20:05:03Z,Nunjucks,484,0,34,143,60481
architect-awesome,xingshaocheng,2018-04-06T13:30:58Z,2025-08-11T11:48:07Z,None,49,0,49,22,60370
open-interpreter,openinterpreter,2023-07-14T07:10:44Z,2025-08-11T17:38:34Z,Python,369,48,227,796,60235
localstack,localstack,2016-10-25T23:48:03Z,2025-08-11T19:58:19Z,Python,6187,94,239,5749,60050
markdown-here,adam-p,2012-05-13T03:27:22Z,2025-08-11T11:53:09Z,JavaScript,27,17,305,324,59996
alacritty,alacritty,2016-02-18T05:02:30Z,2025-08-11T19:37:08Z,Rust,1886,101,321,5796,59881
prometheus,prometheus,2012-11-24T11:14:12Z,2025-08-11T19:46:02Z,Go,7605,341,526,5633,59863
rustlings,rust-lang,2015-09-15T02:25:18Z,2025-08-11T17:34:27Z,Rust,912,45,49,686,59585
jquery,jquery,2009-04-03T15:20:14Z,2025-08-11T18:04:10Z,JavaScript,809,11,78,2284,59543
ghidra,NationalSecurityAgency,2019-03-01T03:27:48Z,2025-08-11T20:02:53Z,Java,519,45,1462,4052,59338
llm-course,mlabonne,2023-06-17T22:16:25Z,2025-08-11T20:03:35Z,None,1,0,54,29,59142
nerd-fonts,ryanoasis,2014-12-05T04:31:17Z,2025-08-11T19:31:50Z,CSS,550,38,26,1062,59100
shadowsocks-windows,shadowsocks,2013-01-14T07:54:16Z,2025-08-11T14:38:26Z,C#,290,55,185,2727,58963
angular.js,angular,2010-01-06T00:34:37Z,2025-08-10T09:20:16Z,JavaScript,789,0,391,8649,58758
tldr,tldr-pages,2013-12-08T07:34:43Z,2025-08-11T19:37:02Z,Markdown,14560,6,180,1333,58705
spring-framework,spring-projects,2010-12-08T04:04:45Z,2025-08-11T18:42:44Z,Java,870,339,270,26788,58642
llama,meta-llama,2023-02-14T09:29:12Z,2025-08-11T17:59:25Z,Python,53,0,442,652,58618
scrapy,scrapy,2010-02-22T02:01:14Z,2025-08-11T15:21:39Z,Python,2386,43,466,2712,57910
nuxt,nuxt,2016-10-26T11:18:47Z,2025-08-11T18:14:31Z,TypeScript,6866,256,767,15850,57904
MetaGPT,FoundationAgents,2023-06-30T09:04:55Z,2025-08-11T19:51:21Z,Python,660,22,9,853,57794
leetcode-master,youngyangyang04,2019-12-14T12:05:42Z,2025-08-11T18:03:04Z,Shell,2302,0,206,66,57706
fuel-core,FuelLabs,2020-08-27T21:12:14Z,2025-08-11T16:52:37Z,Rust,1553,123,142,970,57546
uBlock,gorhill,2015-04-01T17:51:11Z,2025-08-11T19:00:46Z,JavaScript,252,277,13,3432,57535
rails,rails,2008-04-11T02:19:47Z,2025-08-11T18:17:42Z,Ruby,25116,146,482,17703,57268
html5-boilerplate,h5bp,2010-01-24T18:03:24Z,2025-08-11T13:45:03Z,JavaScript,790,34,8,1346,57111
awesome-llm-apps,Shubhamsaboo,2024-04-29T05:30:25Z,2025-08-11T19:55:44Z,Python,130,0,4,85,56953
awesome-flutter,Solido,2017-05-07T11:45:27Z,2025-08-11T19:12:17Z,Dart,444,0,0,0,56787
private-gpt,zylon-ai,2023-05-02T09:15:31Z,2025-08-11T12:33:42Z,Python,224,10,252,961,56443
DeepLearning-500-questions,scutan90,2018-06-27T06:36:45Z,2025-08-11T17:32:59Z,JavaScript,302,0,110,81,56428
nocodb,nocodb,2017-10-29T18:51:48Z,2025-08-11T17:27:20Z,TypeScript,5227,173,621,3604,56354
you-get,soimort,2012-08-20T15:53:36Z,2025-08-11T14:46:09Z,Python,582,123,0,0,56299
drawio-desktop,jgraph,2017-05-25T20:58:42Z,2025-08-11T19:55:40Z,JavaScript,20,159,61,1569,56239
traefik,traefik,2015-09-13T19:04:02Z,2025-08-11T18:16:35Z,Go,4693,481,637,5705,56004
git,git,2008-07-23T14:21:26Z,2025-08-11T19:03:37Z,C,3,0,0,0,55985
LLaMA-Factory,hiyouga,2023-05-28T10:09:12Z,2025-08-11T17:07:23Z,Python,681,34,553,6696,55963
awesome-chatgpt-prompts-zh,PlexPt,2022-12-12T01:55:03Z,2025-08-11T16:18:12Z,None,33,0,38,58,55925
gatsby,gatsbyjs,2015-05-21T22:43:05Z,2025-08-11T18:14:01Z,JavaScript,18177,149,217,13899,55911
openpilot,commaai,2016-11-24T01:33:30Z,2025-08-11T15:20:05Z,Python,11725,57,132,2919,55731
leetcode,azl397985856,2018-03-30T09:13:51Z,2025-08-11T14:24:22Z,JavaScript,257,40,9,248,55554
react-router,remix-run,2014-05-16T22:22:51Z,2025-08-11T10:50:48Z,TypeScript,3153,309,97,8033,55336
face_recognition,ageitgey,2017-03-03T21:52:39Z,2025-08-11T18:12:11Z,Python,94,2,774,595,55225
Magisk,topjohnwu,2016-09-08T12:42:53Z,2025-08-11T19:47:15Z,Kotlin,1611,151,37,6217,55204
mkcert,FiloSottile,2018-06-25T05:33:03Z,2025-08-11T19:20:12Z,Go,52,14,105,239,55170
yolov5,ultralytics,2020-05-18T03:45:11Z,2025-08-11T14:52:48Z,Python,2204,10,258,9172,54969
vllm,vllm-project,2023-02-09T11:23:20Z,2025-08-11T19:57:26Z,Python,8393,70,1812,8283,54868
Real-Time-Voice-Cloning,CorentinJ,2019-05-26T08:56:15Z,2025-08-11T14:05:57Z,Python,48,0,205,896,54830
gpt-engineer,AntonOsika,2023-04-29T12:52:15Z,2025-08-11T17:51:54Z,Python,350,20,31,470,54685
minio,minio,2015-01-14T19:23:58Z,2025-08-11T19:33:38Z,Go,9851,519,37,7768,54499
faceswap,deepfakes,2017-12-19T09:44:13Z,2025-08-11T10:31:07Z,Python,357,4,34,847,54383
ripgrep,BurntSushi,2016-03-11T02:02:33Z,2025-08-11T19:10:21Z,Rust,516,72,131,1576,54320
element,ElemeFE,2016-09-03T06:19:26Z,2025-08-11T06:31:38Z,Vue,3231,145,2612,15250,54237
AFFiNE,toeverything,2022-07-31T18:45:21Z,2025-08-11T19:19:51Z,TypeScript,8686,559,255,2731,54190
zustand,pmndrs,2019-04-09T09:10:06Z,2025-08-11T19:29:09Z,TypeScript,804,97,3,686,54072
ChatGPT,lencx,2022-12-07T09:43:02Z,2025-08-11T18:03:18Z,Rust,123,34,834,361,53994
bat,sharkdp,2018-04-21T10:52:23Z,2025-08-11T19:45:00Z,Rust,1454,41,328,1186,53846
project-layout,golang-standards,2017-09-09T16:33:26Z,2025-08-11T17:05:34Z,Makefile,90,0,68,44,53432
normalize.css,necolas,2011-05-04T10:20:25Z,2025-08-11T10:12:44Z,CSS,56,0,56,461,53345
awesome-android-ui,wasabeef,2014-12-24T01:45:03Z,2025-08-11T13:59:47Z,None,90,0,20,94,53300
rich,Textualize,2019-11-10T15:28:09Z,2025-08-11T18:07:59Z,Python,836,170,207,1222,53257
hackingtool,Z4nzu,2020-04-11T09:21:31Z,2025-08-11T19:33:28Z,Python,56,0,52,321,53210
requests,psf,2011-02-13T18:38:17Z,2025-08-11T14:23:55Z,Python,1589,13,198,3860,53153
maybe,maybe-finance,2024-01-01T22:23:46Z,2025-08-11T20:06:33Z,Ruby,1073,28,0,0,52909
pi-hole,pi-hole,2014-06-08T15:02:55Z,2025-08-11T19:51:14Z,Shell,2104,118,34,3042,52895
astro,withastro,2021-03-15T17:19:47Z,2025-08-11T19:51:00Z,TypeScript,7307,1000,154,5393,52766
meilisearch,meilisearch,2018-04-23T11:45:28Z,2025-08-11T18:03:03Z,Rust,2138,263,214,2082,52695
PaddleOCR,PaddlePaddle,2020-05-08T10:38:16Z,2025-08-11T18:48:53Z,Python,2927,22,132,9731,52509
appwrite,appwrite,2019-04-08T16:36:25Z,2025-08-11T19:47:49Z,TypeScript,3813,112,620,3455,52237
FFmpeg,FFmpeg,2011-04-14T14:12:38Z,2025-08-11T19:30:22Z,C,16,0,0,0,52032
rclone,rclone,2014-03-16T16:19:57Z,2025-08-11T18:27:16Z,Go,2103,114,985,4791,51979
ionic-framework,ionic-team,2013-08-20T23:06:02Z,2025-08-11T17:00:52Z,TypeScript,6292,913,565,21479,51970
awesome-rust,rust-unofficial,2014-07-17T10:45:10Z,2025-08-11T19:05:33Z,Rust,1566,0,10,132,51963
material-design-icons,google,2014-10-08T18:01:28Z,2025-08-11T16:04:44Z,None,49,16,368,1157,51948
github-cheat-sheet,tiimgreen,2014-04-12T16:38:42Z,2025-08-11T19:25:30Z,None,129,0,23,48,51934
dive,wagoodman,2018-05-13T15:44:01Z,2025-08-11T17:04:10Z,Go,164,28,157,202,51653
pdf.js,mozilla,2011-04-26T06:32:03Z,2025-08-11T16:22:45Z,JavaScript,8081,76,401,9870,51533
segment-anything,facebookresearch,2023-03-23T17:03:03Z,2025-08-11T16:03:00Z,Jupyter Notebook,15,0,525,178,51496
core,vuejs,2018-06-12T13:49:36Z,2025-08-11T14:27:58Z,TypeScript,3206,245,667,5092,51257
Semantic-UI,Semantic-Org,2013-04-08T23:32:04Z,2025-08-11T12:06:47Z,JavaScript,355,154,966,5268,51192
Docker-OSX,sickcodes,2020-06-04T11:01:37Z,2025-08-11T17:41:08Z,Shell,107,0,386,281,51153
kotlin,JetBrains,2012-02-13T17:29:58Z,2025-08-11T19:04:20Z,Kotlin,2064,264,0,0,51069
guava,google,2014-05-29T16:23:17Z,2025-08-11T19:31:39Z,Java,1004,56,629,2990,51002
trackerslist,ngosang,2016-04-24T11:57:57Z,2025-08-11T18:05:37Z,None,1,0,6,479,50953
marktext,marktext,2017-11-12T16:05:25Z,2025-08-11T17:58:26Z,JavaScript,939,36,1268,1637,50840
prettier,prettier,2016-11-29T17:13:37Z,2025-08-11T13:24:49Z,JavaScript,8864,127,1217,5733,50828
joplin,laurent22,2017-01-16T21:49:41Z,2025-08-11T18:14:10Z,TypeScript,4362,383,531,6681,50736
crawl4ai,unclecode,2024-05-09T09:48:50Z,2025-08-11T19:25:08Z,Python,81,7,147,631,50735
powerlevel10k,romkatv,2019-02-24T19:09:45Z,2025-08-11T19:14:58Z,Shell,167,33,106,2466,50471
jekyll,jekyll,2008-10-20T06:29:03Z,2025-08-11T17:34:36Z,Ruby,3188,112,116,4781,50449
starship,starship,2019-04-02T03:23:12Z,2025-08-11T19:54:28Z,Rust,2888,135,734,1770,50414
grok-1,xai-org,2024-03-17T08:53:38Z,2025-08-11T08:30:50Z,Python,5,0,0,0,50405
Ghost,TryGhost,2013-05-04T11:09:13Z,2025-08-11T19:40:32Z,JavaScript,14223,898,57,7059,50250
DefinitelyTyped,DefinitelyTyped,2012-10-05T16:39:45Z,2025-08-11T19:09:05Z,TypeScript,52068,1,566,7521,50177
ImHex,WerWolv,2020-11-10T14:27:00Z,2025-08-11T19:46:57Z,C++,667,80,235,1177,50034
etcd,etcd-io,2013-07-06T21:57:21Z,2025-08-11T18:25:17Z,Go,9746,259,179,6810,50016
gitea,go-gitea,2016-11-01T02:13:26Z,2025-08-11T19:08:17Z,Go,17747,215,2574,12281,50015
GPT-SoVITS,RVC-Boss,2024-01-14T18:05:21Z,2025-08-11T17:43:05Z,Python,338,4,706,1175,49912
chinese-poetry,chinese-poetry,2016-09-02T03:32:25Z,2025-08-11T20:06:07Z,JavaScript,137,1,118,92,49900
bulma,jgthms,2016-01-23T23:48:34Z,2025-08-11T12:45:30Z,CSS,642,22,327,2394,49883
first-contributions,firstcontributions,2016-09-20T14:35:09Z,2025-08-11T19:51:57Z,None,85587,0,21,907,49846
pocketbase,pocketbase,2022-07-05T06:06:21Z,2025-08-11T17:51:04Z,Go,53,220,18,1817,49816
awesome-ios,vsouza,2014-07-10T16:03:45Z,2025-08-11T17:42:01Z,Swift,2233,0,2,486,49577
go-ethereum,ethereum,2013-12-26T13:05:46Z,2025-08-11T19:32:28Z,Go,8211,219,199,8274,49484
hiring-without-whiteboards,poteto,2017-03-15T05:09:01Z,2025-08-11T09:37:52Z,JavaScript,1300,0,0,0,49113
cline,cline,2024-07-06T07:28:10Z,2025-08-11T19:38:15Z,TypeScript,1531,139,460,1696,49009
OpenBB,OpenBB-finance,2020-12-20T10:46:38Z,2025-08-11T20:03:43Z,Python,4114,46,49,2194,48946
OpenManus,FoundationAgents,2025-03-06T14:08:14Z,2025-08-11T14:41:57Z,Python,106,3,399,304,48892
mastodon,mastodon,2016-02-22T15:01:25Z,2025-08-11T18:26:24Z,Ruby,17642,289,4017,8214,48858
cypress,cypress-io,2015-03-04T00:46:28Z,2025-08-11T16:00:53Z,TypeScript,7292,372,1286,13761,48814
Motrix,agalwood,2018-12-18T11:45:05Z,2025-08-11T15:55:30Z,JavaScript,192,21,745,593,48792
hacker-scripts,NARKOZ,2015-11-21T19:05:09Z,2025-08-11T19:11:02Z,JavaScript,63,0,35,53,48643
awesome-wechat-weapp,justjavac,2016-09-22T20:04:48Z,2025-08-11T14:36:57Z,None,277,0,0,0,48569
autogen,microsoft,2023-08-18T11:43:45Z,2025-08-11T18:14:29Z,Python,2485,95,391,2453,48555
30-Days-Of-Python,Asabeneh,2019-11-19T17:24:16Z,2025-08-11T19:57:12Z,Python,61,0,53,79,48382
alist,AlistGo,2020-12-23T17:40:29Z,2025-08-11T16:35:16Z,Go,854,135,548,3783,48328
RxJava,ReactiveX,2013-01-08T20:11:48Z,2025-08-11T07:45:49Z,Java,3323,241,12,3162,48229
PowerShell,PowerShell,2016-01-13T23:41:35Z,2025-08-11T19:45:08Z,C#,7540,186,1095,11903,48162
dayjs,iamkun,2018-04-10T09:26:44Z,2025-08-11T19:50:16Z,JavaScript,694,119,921,849,48104
moment,moment,2011-03-01T02:46:06Z,2025-08-11T06:24:11Z,JavaScript,714,0,242,3911,48095
100-Days-Of-ML-Code,Avik-Jain,2018-07-05T09:11:43Z,2025-08-11T14:25:11Z,None,6,0,0,0,47957
professional-programming,charlax,2015-11-07T05:07:52Z,2025-08-11T15:09:51Z,Python,39,0,0,29,47903
vaultwarden,dani-garcia,2018-02-17T22:40:20Z,2025-08-11T18:37:48Z,Rust,990,73,7,2346,47804
anything-llm,Mintplex-Labs,2023-06-04T02:29:14Z,2025-08-11T19:54:39Z,JavaScript,1068,19,252,2468,47729
algorithm-visualizer,algorithm-visualizer,2016-05-15T00:27:45Z,2025-08-11T13:50:59Z,JavaScript,183,0,41,76,47621
julia,JuliaLang,2011-04-21T07:01:50Z,2025-08-11T17:11:54Z,Julia,25768,181,3976,21347,47455
big-list-of-naughty-strings,minimaxir,2015-08-08T20:57:20Z,2025-08-11T18:18:54Z,Python,90,0,69,32,47379
ChinaTextbook,TapXWorld,2020-01-05T04:11:06Z,2025-08-11T19:39:31Z,Roff,1,0,58,52,47025
huginn,huginn,2013-03-10T06:00:31Z,2025-08-11T18:54:50Z,Ruby,1043,1,601,1569,47012
serverless,serverless,2015-04-21T03:48:40Z,2025-08-11T13:03:55Z,JavaScript,4717,453,1131,5382,46816
json,nlohmann,2013-07-04T08:47:49Z,2025-08-11T18:45:49Z,C++,891,45,39,2296,46790
gogs,gogs,2014-02-12T01:57:08Z,2025-08-11T15:42:11Z,Go,1766,84,934,4223,46751
design-patterns-for-humans,kamranahmedse,2017-02-16T21:24:39Z,2025-08-11T13:12:07Z,None,50,0,5,47,46716
Projects,karan,2013-07-04T13:37:27Z,2025-08-11T18:13:51Z,None,19,0,47,35,46716
x64dbg,x64dbg,2015-04-11T20:48:23Z,2025-08-11T17:16:43Z,C++,736,3,605,2017,46670
ladybird,LadybirdBrowser,2024-05-30T09:18:10Z,2025-08-11T19:41:15Z,C++,4146,0,492,624,46642
firecrawl,mendableai,2024-04-15T21:02:29Z,2025-08-11T20:05:40Z,TypeScript,795,22,141,520,46581
okhttp,square,2012-07-23T13:42:55Z,2025-08-11T13:10:49Z,Kotlin,3753,0,47,4130,46575
react,typescript-cheatsheets,2018-06-02T04:08:16Z,2025-08-11T20:01:44Z,JavaScript,369,0,2,219,46530
v2ray-core,v2ray,2015-09-04T11:42:53Z,2025-08-11T06:24:59Z,Go,203,247,7,2583,46267
pandas,pandas-dev,2010-08-24T01:37:33Z,2025-08-11T17:31:49Z,Python,26885,111,3592,24050,46252
type-challenges,type-challenges,2020-07-23T14:33:11Z,2025-08-11T17:53:25Z,TypeScript,588,0,32327,3831,46225
query,TanStack,2019-09-10T19:23:58Z,2025-08-11T19:15:00Z,TypeScript,2883,1000,65,2096,46218
learn-regex,ziishaned,2017-07-22T12:21:03Z,2025-08-11T07:40:39Z,None,131,0,52,35,46055
open-source-ios-apps,dkhamsing,2015-01-26T23:32:34Z,2025-08-11T17:15:09Z,None,1398,37,0,310,46037
terraform,hashicorp,2014-03-13T22:25:48Z,2025-08-11T18:41:01Z,Go,12767,376,1826,19644,46014
Fooocus,lllyasviel,2023-08-09T18:43:40Z,2025-08-11T19:34:57Z,Python,447,21,210,1399,45992
quill,slab,2012-07-30T23:23:18Z,2025-08-11T19:46:39Z,TypeScript,381,95,505,3266,45910
lx-music-desktop,lyswhut,2019-08-14T14:31:08Z,2025-08-11T17:10:25Z,TypeScript,86,110,945,1235,45673
htmx,bigskysoftware,2020-04-13T16:17:51Z,2025-08-11T19:58:52Z,JavaScript,956,26,563,1005,45609
lazydocker,jesseduffield,2019-05-18T08:53:50Z,2025-08-11T18:37:53Z,Go,186,42,171,189,45569
pixijs,pixijs,2013-01-21T22:40:50Z,2025-08-11T16:33:42Z,TypeScript,3666,293,243,5734,45521
kubernetes-the-hard-way,kelseyhightower,2016-07-07T14:15:27Z,2025-08-11T19:11:18Z,None,73,0,12,414,45408
architecture-samples,android,2016-02-05T13:42:07Z,2025-08-11T14:36:29Z,Kotlin,232,0,138,348,45225
PythonDataScienceHandbook,jakevdp,2016-08-10T14:24:36Z,2025-08-11T18:28:32Z,Jupyter Notebook,28,0,125,78,45192
awesome-react-components,brillout,2016-06-24T15:19:33Z,2025-08-11T19:05:07Z,None,324,0,8,44,45152
jadx,skylot,2013-03-18T17:08:21Z,2025-08-11T19:25:42Z,Java,575,31,386,1524,45058
jest,jestjs,2013-12-10T00:18:04Z,2025-08-11T18:17:10Z,TypeScript,5701,208,249,7858,44957
odoo,odoo,2014-05-13T15:38:58Z,2025-08-11T19:14:58Z,Python,6181,0,3276,15101,44956
30-Days-Of-JavaScript,Asabeneh,2019-12-23T14:07:40Z,2025-08-11T12:12:07Z,JavaScript,98,0,115,59,44912
AdminLTE,ColorlibHQ,2013-12-25T02:52:40Z,2025-08-11T12:39:48Z,CSS,1545,77,140,2742,44903
open-source-mac-os-apps,serhii-londar,2017-11-03T02:35:33Z,2025-08-11T17:24:09Z,None,525,0,50,161,44801
discourse,discourse,2013-01-12T00:25:55Z,2025-08-11T19:59:13Z,Ruby,29845,0,0,0,44770
dbeaver,dbeaver,2015-10-21T08:26:28Z,2025-08-11T16:45:34Z,Java,6058,229,3024,16289,44761
typst,typst,2019-09-24T21:41:56Z,2025-08-11T20:00:17Z,Rust,1805,22,899,2554,44760
meteor,meteor,2012-01-19T01:58:17Z,2025-08-11T15:53:58Z,JavaScript,2527,0,258,8945,44675
text-generation-webui,oobabooga,2022-12-21T04:17:37Z,2025-08-11T17:09:12Z,Python,1178,78,2582,1411,44659
awesome-java,akullpp,2014-07-09T10:12:43Z,2025-08-11T17:01:24Z,None,714,0,0,136,44652
brew,Homebrew,2016-03-06T05:08:38Z,2025-08-11T19:55:29Z,Ruby,12903,439,28,4748,44506
zx,google,2021-05-05T05:50:01Z,2025-08-11T20:06:56Z,JavaScript,538,95,13,475,44451
frontend-dev-bookmarks,dypsilon,2013-06-22T13:23:55Z,2025-08-11T19:53:42Z,None,129,1,25,82,44450
ultralytics,ultralytics,2022-09-11T16:39:45Z,2025-08-11T20:07:02Z,Python,3471,251,246,11357,44235
coolify,coollabsio,2021-01-25T20:54:01Z,2025-08-11T19:39:31Z,PHP,1638,619,559,2218,44162
hyper,vercel,2016-07-01T06:01:21Z,2025-08-11T19:28:06Z,TypeScript,3291,88,942,2872,44161
CppCoreGuidelines,isocpp,2015-08-19T20:22:52Z,2025-08-11T19:26:09Z,CSS,812,4,247,964,44052
termux-app,termux,2015-10-23T09:42:46Z,2025-08-11T19:20:28Z,Java,162,95,396,2516,44014
parcel,parcel-bundler,2017-08-07T16:36:47Z,2025-08-11T19:08:34Z,JavaScript,2591,48,476,5009,43925
unsloth,unslothai,2023-11-29T16:50:09Z,2025-08-11T19:34:37Z,Python,466,16,700,1704,43801
build-web-application-with-golang,astaxie,2012-08-02T11:49:35Z,2025-08-11T11:27:54Z,Go,757,0,121,183,43742
babel,babel,2014-09-28T13:38:23Z,2025-08-11T17:20:34Z,TypeScript,6275,441,598,8397,43686
TensorFlow-Examples,aymericdamien,2015-11-11T14:21:19Z,2025-08-11T13:48:36Z,Jupyter Notebook,88,0,167,70,43679
v2rayNG,2dust,2019-05-15T02:15:31Z,2025-08-11T19:23:58Z,Kotlin,489,253,9,3394,43676
awesome-design-patterns,DovAmir,2018-06-04T17:47:48Z,2025-08-11T19:43:42Z,None,30,0,10,5,43670
retrofit,square,2010-09-06T21:39:43Z,2025-08-11T17:13:55Z,HTML,1175,4,127,2620,43660
acme.sh,acmesh-official,2015-12-26T12:56:33Z,2025-08-11T17:21:00Z,Shell,1419,44,1080,2228,43655
fuels-rs,FuelLabs,2021-10-31T22:33:54Z,2025-08-11T16:52:38Z,Rust,896,117,49,609,43640
fuels-ts,FuelLabs,2021-09-03T18:11:03Z,2025-08-11T16:52:38Z,TypeScript,1969,154,58,1398,43628
react-hook-form,react-hook-form,2019-03-05T23:47:10Z,2025-08-11T16:58:49Z,TypeScript,2070,585,70,4761,43628
llama_index,run-llama,2022-11-02T04:24:54Z,2025-08-11T19:51:35Z,Python,6963,402,231,6362,43621
JeecgBoot,jeecgboot,2018-11-26T10:40:00Z,2025-08-11T17:52:52Z,Java,120,61,18,7513,43595
monaco-editor,microsoft,2016-06-07T16:56:31Z,2025-08-11T16:56:36Z,JavaScript,467,91,677,3153,43560
nanoGPT,karpathy,2022-12-28T00:51:12Z,2025-08-11T20:07:54Z,Python,45,0,226,108,43518
memos,usememos,2021-12-08T15:30:18Z,2025-08-11T18:17:09Z,Go,1788,80,26,2424,43511
prisma,prisma,2019-06-20T13:33:47Z,2025-08-11T19:58:05Z,TypeScript,6317,222,2300,9034,43483
grpc,grpc,2014-12-08T18:58:53Z,2025-08-11T18:25:23Z,C++,19980,355,674,11115,43476
front-end-interview-handbook,yangshun,2018-01-13T19:40:08Z,2025-08-11T13:53:10Z,MDX,345,0,10,91,43404
react-use,streamich,2018-10-27T10:16:05Z,2025-08-11T17:04:49Z,TypeScript,1525,256,353,244,43396
Leaflet,Leaflet,2010-09-22T16:57:44Z,2025-08-11T15:48:31Z,JavaScript,3090,32,391,4879,43354
awesome-cheatsheets,LeCoupa,2017-11-09T02:47:15Z,2025-08-11T17:31:28Z,JavaScript,169,0,36,59,43285
metabase,metabase,2015-02-02T19:25:47Z,2025-08-11T20:07:50Z,Clojure,33706,674,3579,19405,43189
Rocket.Chat,RocketChat,2015-05-19T07:36:09Z,2025-08-11T19:58:40Z,TypeScript,14415,1000,2584,13762,43171
pyenv,pyenv,2012-08-31T06:57:52Z,2025-08-11T18:13:48Z,Roff,971,131,51,1804,42874
edex-ui,GitSquared,2017-01-28T09:35:02Z,2025-08-11T16:31:52Z,JavaScript,399,29,6,553,42786
reactjs-interview-questions,sudheerj,2018-05-31T17:17:01Z,2025-08-11T20:04:13Z,JavaScript,162,0,3,107,42728
jellyfin,jellyfin,2018-12-09T06:36:45Z,2025-08-11T19:46:18Z,C#,4809,90,384,6863,42579
Flowise,FlowiseAI,2023-03-31T12:23:09Z,2025-08-11T19:32:32Z,TypeScript,1319,73,591,1621,42540
pm2,Unitech,2013-05-21T03:25:25Z,2025-08-11T17:34:33Z,JavaScript,551,128,999,4078,42453
git-flight-rules,k88hudson,2014-07-22T20:35:09Z,2025-08-11T19:26:13Z,None,225,0,18,55,42408
nvm-windows,coreybutler,2014-09-20T16:37:28Z,2025-08-11T19:57:17Z,Go,107,23,78,847,42337
expo,expo,2016-08-15T17:14:25Z,2025-08-11T20:04:21Z,TypeScript,17692,0,424,16487,42314
ClickHouse,ClickHouse,2016-06-02T08:28:18Z,2025-08-11T19:39:14Z,C++,50039,670,4330,20487,42265
whisper.cpp,ggml-org,2022-09-25T18:26:37Z,2025-08-11T19:44:26Z,C++,859,27,914,828,42166
what-happens-when,alex,2013-11-07T04:30:06Z,2025-08-11T13:24:44Z,None,108,0,239,53,42136
Alamofire,Alamofire,2014-07-31T05:56:19Z,2025-08-11T18:05:30Z,Swift,650,102,42,2757,42049
TTS,coqui-ai,2020-05-20T15:45:28Z,2025-08-11T18:22:25Z,Python,465,98,3,1185,41972
python-patterns,faif,2012-06-06T21:02:35Z,2025-08-11T19:53:28Z,Python,273,0,10,83,41915
Made-With-ML,GokuMohandas,2018-11-05T03:44:27Z,2025-08-11T19:31:45Z,Jupyter Notebook,147,0,16,58,41818
CPlusPlusThings,Light-City,2019-07-14T08:45:45Z,2025-08-11T17:07:06Z,C++,72,0,9,218,41793
MinerU,opendatalab,2024-02-29T08:52:34Z,2025-08-11T19:39:50Z,Python,1015,120,122,1532,41719
sentry,getsentry,2010-08-30T22:06:41Z,2025-08-11T20:03:05Z,Python,72396,153,2150,13537,41701
spark,apache,2014-02-25T08:00:08Z,2025-08-11T19:31:58Z,Scala,8,0,0,0,41634
yarn,yarnpkg,2016-01-19T17:39:16Z,2025-08-10T16:32:29Z,JavaScript,1654,152,1875,4731,41553
kong,Kong,2014-11-17T23:56:08Z,2025-08-11T17:08:31Z,Lua,6478,145,71,4485,41516
stablediffusion,Stability-AI,2022-11-23T23:59:50Z,2025-08-11T15:20:55Z,Python,17,0,248,76,41512
airflow,apache,2015-04-13T18:04:58Z,2025-08-11T20:04:35Z,Python,29050,102,1297,11057,41507
ruff,astral-sh,2022-08-09T17:17:44Z,2025-08-11T19:58:38Z,Rust,11068,374,1485,5603,41500
iina,iina,2016-12-19T07:18:45Z,2025-08-11T17:58:22Z,Swift,850,45,1755,2426,41462
EasySpider,NaiboWang,2020-07-18T02:41:27Z,2025-08-11T19:32:43Z,JavaScript,40,10,222,484,41416
cobra,spf13,2013-09-03T20:40:26Z,2025-08-11T19:22:27Z,Go,614,24,225,985,41405
diagrams,mingrammer,2020-02-02T15:23:24Z,2025-08-11T19:21:17Z,Python,326,44,311,221,41305
freqtrade,freqtrade,2017-05-17T23:48:53Z,2025-08-11T20:07:50Z,Python,5874,100,28,5288,41305
swiper,nolimits4web,2012-03-14T19:11:45Z,2025-08-11T15:39:43Z,JavaScript,604,87,211,5537,41294
ailearning,apachecn,2017-02-25T08:53:02Z,2025-08-11T10:24:15Z,Python,478,2,3,112,41241
tldraw,tldraw,2021-05-09T11:48:37Z,2025-08-11T17:42:11Z,TypeScript,3513,79,218,1511,41231
